subject_id,site_id,slice_idx,raw_prediction,harmonized_prediction,psnr,mse,mae,pixel_cosine_similarity,cross_correlation,subject_wasserstein_raw_harm,subject_kl_raw_harm,exact_identity,near_identity,output_below_zero_fraction,output_above_one_fraction
CMU_50648,0,99,5,5,9.778062442902819,0.10524312997578138,0.2302564208000199,0.7080915223952721,0.498086296834799,0.2127782450789235,0.8366388456116668,False,False,0.0,0.0
CMU_50661,0,58,13,5,12.74003833524173,0.053210356235961105,0.16273602835475973,0.8808668134403498,0.7322294842731423,0.13999121719837454,0.8093211210797415,False,False,0.0,0.0
Caltech_51463,1,124,5,5,13.960681769172705,0.04017277414109975,0.12216418561380159,0.7389458193698157,0.6316016911333282,0.08483091600343162,0.14965287463285426,False,False,0.0,0.0
Caltech_51470,1,150,5,5,11.199285735535858,0.07587023451070717,0.19563591172956013,0.8635823516723757,0.7272310547157085,0.16548289386997672,1.0500242860124605,False,False,0.0,0.0
Caltech_51476,1,150,13,5,12.105973823052409,0.061574744394200416,0.16921790017503638,0.8839595332669611,0.7797152149389815,0.1378396278076376,1.0405253005969834,False,False,0.0,0.0
Caltech_51484,1,151,5,5,11.647265734464495,0.06843423653567084,0.1771408024784925,0.86023713784462,0.7609926135611623,0.15537318749021023,1.2189029517988175,False,False,0.0,0.0
KKI_50786,2,124,13,5,16.001254744287078,0.025111608132881977,0.09751084323265805,0.8020034162343074,0.6606513571195162,0.05279536694495683,0.15509987268993786,False,False,0.0,0.0
KKI_50800,2,125,13,5,12.553911633695956,0.05554037869812627,0.15451216186849648,0.7337464945319114,0.5505708152059208,0.13760948638905796,0.4842148528559662,False,False,0.0,0.0
KKI_50810,2,124,13,5,14.512123352528924,0.03538243070110257,0.12095851736985248,0.7628278502909478,0.6119254682941898,0.09056353860280456,0.2929165504424606,False,False,0.0,0.0
KKI_50814,2,127,13,5,12.247365244475999,0.05960236264282644,0.15910379870983324,0.7046372758429524,0.5115220042010886,0.13241930977784266,0.4534030477777876,False,False,0.0,0.0
KKI_50823,2,105,13,5,17.828862741150317,0.016485940416573534,0.07481461109785434,0.8856365330799896,0.7833512837655014,0.0391647779233355,0.21588810679778367,False,False,0.0,0.0
Leuven_50690,3,130,13,5,11.528883165819682,0.07032531456144508,0.15201435801852753,0.7614272438123071,0.584639861993667,0.12314423436539895,1.3069579684015271,False,False,0.0,0.0
Leuven_50697,3,124,13,5,11.538416743505316,0.07017110663756043,0.1548022168917778,0.6432228562393687,0.46239749263604873,0.13370458176688374,0.7558552042182201,False,False,0.0,0.0
Leuven_50703,3,127,3,5,11.433262414638463,0.071890873178568,0.15475278465080694,0.6313636377426332,0.4454390756216945,0.13117254018509855,0.7068582815315145,False,False,0.0,0.0
Leuven_50711,3,151,13,13,12.633059130885817,0.05453735695723703,0.13480362853152655,0.8570421139267137,0.7439609953811859,0.10049496286720433,1.4005456070933762,False,False,0.0,0.0
Leuven_50732,3,151,13,13,10.566270494345957,0.08777542694261088,0.1673318034730351,0.736872853036198,0.5524735767223324,0.142634628168822,1.7220816555128422,False,False,0.0,0.0
Leuven_50736,3,130,13,5,11.583482551695266,0.06944672099099075,0.144547327719046,0.6942619677270045,0.5450551316280078,0.12294057941418832,0.8366185509751504,False,False,0.0,0.0
Leuven_50745,3,150,13,13,13.492138941559716,0.044749285541401985,0.1126926271392997,0.8675679786543404,0.7763088272704619,0.08029206415315945,0.9785404724944101,False,False,0.0,0.0
MaxMun_51332,4,150,5,5,10.198272459986155,0.09553725392892103,0.22080826111652566,0.795000619305492,0.5673482639905855,0.19461222188088922,0.8551291875465137,False,False,0.0,0.0
MaxMun_51347,4,130,5,5,9.99948017124796,0.10001197021572673,0.2125623411659704,0.7503573541740619,0.5545210236784753,0.19279600328551405,0.9351956771997112,False,False,0.0,0.0
MaxMun_51357,4,129,5,5,11.480744603909551,0.07110915855631751,0.1772135011259052,0.8348638184297777,0.6680548163452948,0.1497243615452045,0.5483666285004821,False,False,0.0,0.0
MaxMun_51361,4,129,5,5,13.858672313842476,0.04112754333263135,0.14111549117554756,0.9455205902827032,0.8699602780677138,0.11478603947277373,1.2815958813414754,False,False,0.0,0.0
MaxMun_51370,4,130,5,5,10.205594499202537,0.09537631746946224,0.21550936165806192,0.7057069667248723,0.4455785889907135,0.1934141086563068,1.277568931830054,False,False,0.0,0.0
NYU_50953,5,104,5,5,162.2428132721258,5.966486643944216e-17,1.184077724758481e-09,1.0,0.999999999999999,1.184077724758481e-09,0.0,False,True,0.0,0.0
NYU_50967,5,105,5,5,162.42548502205904,5.720730617040343e-17,1.107437697100977e-09,0.9999999999999998,0.9999999999999986,1.107437697100977e-09,0.0,False,True,0.0,0.0
NYU_50973,5,124,5,5,161.69714652669091,6.765273325543778e-17,1.2379928193695378e-09,0.9999999999999998,0.999999999999998,1.2379928193695378e-09,0.0,False,True,0.0,0.0
NYU_51007,5,99,5,5,160.8232858630215,8.273159813065068e-17,1.7765038329287108e-09,0.9999999999999998,0.9999999999999977,1.7765038329287108e-09,0.0,False,True,0.0,0.0
NYU_51027,5,104,5,5,160.43828446425766,9.040065008689927e-17,1.5818955034774262e-09,1.0,1.0,1.5818955034774262e-09,0.0,False,True,0.0,0.0
NYU_51030,5,125,5,5,160.21353819877632,9.520202367477608e-17,1.8074999275086157e-09,0.9999999999999999,0.9999999999999988,1.8074999275086157e-09,4.817732694200984e-08,False,True,0.0,0.0
NYU_51046,5,125,5,5,157.89204854668608,1.6247821728434451e-16,3.026215722456982e-09,0.9999999999999999,0.9999999999999969,3.026215722456982e-09,0.0,False,True,0.0,0.0
NYU_51051,5,105,5,5,160.37867669332283,9.164997074454016e-17,1.7155059595097555e-09,1.0,1.0,1.7155059595097555e-09,0.0,False,True,0.0,0.0
NYU_51058,5,99,5,5,161.68808266048012,6.77940741366173e-17,1.3329235493131364e-09,0.9999999999999999,0.9999999999999993,1.3329235493131364e-09,0.0,False,True,0.0,0.0
NYU_51061,5,124,5,5,inf,0.0,0.0,1.0,1.0,0.0,0.0,True,True,0.0,0.0
NYU_51062,5,126,5,5,160.3388103518387,9.249515080722234e-17,1.6680132830515504e-09,0.9999999999999999,0.9999999999999998,1.6680132830515504e-09,0.0,False,True,0.0,0.0
NYU_51065,5,129,5,5,161.53455788520418,7.023348382704402e-17,1.351764922219445e-09,0.9999999999999999,0.9999999999999972,1.351764922219445e-09,0.0,False,True,0.0,0.0
NYU_51075,5,127,5,5,164.2043409255575,3.798095735488283e-17,5.984475137665868e-10,0.9999999999999998,0.9999999999999999,5.984475137665868e-10,1.0029640782060288e-08,False,True,0.0,0.0
NYU_51080,5,129,5,5,160.95862089084898,8.019326779777451e-17,1.477474143030122e-09,0.9999999999999999,1.0,1.477474143030122e-09,0.0,False,True,0.0,0.0
