method,group,metric,estimate,ci_low,ci_high,n
neurocombat,all,psnr,20.149564020744116,20.028988330937285,20.264702044177877,109
neurocombat,all,mse,0.010793509984457324,0.010569763961577975,0.011041418173811364,109
neurocombat,all,mae,0.07188431861410104,0.07111944798048941,0.07272532459834505,109
neurocombat,all,pixel_cosine_similarity,0.9721074238561942,0.9706055581223679,0.9735682120300666,109
neurocombat,all,cross_correlation,0.9479393658101283,0.9450031489201852,0.950716122202708,109
neurocombat,all,subject_wasserstein_raw_harm,0.05491698464193105,0.054038365123409766,0.05581680508757751,109
neurocombat,all,subject_kl_raw_harm,0.5163610061843112,0.4810686252843297,0.5506963875100961,109
neurocombat,all,raw_site_ba,0.5199904842319704,0.45146144103574437,0.5890666338305656,109
neurocombat,all,harmonized_site_ba,0.22234731213059386,0.1654132657847828,0.28207383431841626,109
neurocombat,all,site_ba_drop,0.2976431721013765,0.2262983829895594,0.3718474997654563,109
neurocombat,source_non_nyu,psnr,20.00050825630836,19.87364476210762,20.111304675850178,90
neurocombat,source_non_nyu,mse,0.011303718320274513,0.011064490078819166,0.011585843093568613,90
neurocombat,source_non_nyu,mae,0.07350222612638696,0.07276486031134115,0.07431638963507904,90
neurocombat,source_non_nyu,pixel_cosine_similarity,0.9677366554698371,0.9658844560632198,0.9694012012161257,90
neurocombat,source_non_nyu,cross_correlation,0.939899604669588,0.9364155757871552,0.9431460308943767,90
neurocombat,source_non_nyu,subject_wasserstein_raw_harm,0.054689302898917574,0.053801709300011255,0.05558872196885672,90
neurocombat,source_non_nyu,subject_kl_raw_harm,0.4751126155540632,0.4397573378918559,0.5085711407630382,90
neurocombat,source_non_nyu,raw_site_ba,0.5097267316017315,0.4336725514069264,0.5800896239177489,90
neurocombat,source_non_nyu,harmonized_site_ba,0.23295454545454544,0.17366003787878787,0.2996212121212121,90
neurocombat,source_non_nyu,site_ba_drop,0.27677218614718613,0.19769480519480515,0.35074472402597395,90
neurocombat,target_nyu,psnr,20.85561764175557,20.50406435961675,21.258384732190347,19
neurocombat,target_nyu,mse,0.00837673365690224,0.007684637785694843,0.00904056703083766,19
neurocombat,target_nyu,mae,0.06422054618748352,0.061179590578983374,0.06707423697771715,19
neurocombat,target_nyu,pixel_cosine_similarity,0.9928110635810443,0.9922528167947343,0.9933469379340282,19
neurocombat,target_nyu,cross_correlation,0.9860224448968972,0.9845613844186301,0.987278438543053,19
neurocombat,target_nyu,subject_wasserstein_raw_harm,0.05599547710883692,0.05334351644342431,0.05848168508890096,19
neurocombat,target_nyu,subject_kl_raw_harm,0.7117481196960123,0.6059395730562515,0.8193724983379316,19
