subject_id,site_id,slice_idx,raw_prediction,harmonized_prediction,psnr,mse,mae,pixel_cosine_similarity,cross_correlation,subject_wasserstein_raw_harm,subject_kl_raw_harm,exact_identity,near_identity,output_below_zero_fraction,output_above_one_fraction
CMU_50648,0,99,0,5,20.445617750042594,0.009024813274076468,0.06417152238820467,0.9768698940518445,0.942149657955729,0.013428298111972655,0.028604178246957275,False,False,0.0,0.0
CMU_50661,0,58,0,5,20.56766703820739,0.008774720587792897,0.06162636697893709,0.9745345185064216,0.9388984282286199,0.01373675713323997,0.0476881288113418,False,False,0.0,0.0
Caltech_51463,1,124,1,10,21.892212048470636,0.006468130821279697,0.047157817952266805,0.9640080697900307,0.9387472565552698,0.006972307331237652,0.02644338075387299,False,False,0.0,0.0
Caltech_51470,1,150,1,1,20.872358419299253,0.008180204446740764,0.057275260117642224,0.9818278928063369,0.9595703250635389,0.010214096481142965,0.020898385123596985,False,False,0.0,0.0
Caltech_51476,1,150,1,1,21.26278369143861,0.007476901009796179,0.05211760589083323,0.9823856932503873,0.9642832950936326,0.01246157192713835,0.03134847712765239,False,False,0.0,0.0
Caltech_51484,1,151,1,5,20.75168244492035,0.00841069250602026,0.05606728405803819,0.9792455914616597,0.9588489739355535,0.010143945247200864,0.023925107796167404,False,False,0.0,0.0
KKI_50786,2,124,2,2,22.927231603089638,0.0050965564596770615,0.04131134581244478,0.9640193735210683,0.9327606096826068,0.004730636982499977,0.01351329173570185,False,False,0.0,0.0
KKI_50800,2,125,2,2,21.763452738410823,0.006662768535712892,0.04901748507967632,0.9698021006635017,0.9360002548682536,0.003265240400483623,0.02487292373604183,False,False,0.0,0.0
KKI_50810,2,124,2,15,22.573001390104217,0.005529678234969947,0.04378512896278361,0.9665458881981662,0.934070372852801,0.003937627723475806,0.01034666500568011,False,False,0.0,0.0
KKI_50814,2,127,2,2,21.8449095191569,0.006538965531331889,0.046876443701326306,0.9710349179004162,0.9421395491021941,0.007618038341338715,0.011489408883802378,False,False,0.0,0.0
KKI_50823,2,105,2,2,21.47577125349723,0.007119063629729268,0.04916648263270625,0.9526265125893416,0.911366854286436,0.0076816294408738805,0.009785036698442733,False,False,0.0,0.0
Leuven_50690,3,130,3,3,20.80379322348535,0.008310376075083045,0.052227597653444716,0.9721968394821158,0.9499736996049866,0.008625424977953114,0.012407228472095428,False,False,0.0,0.0
Leuven_50697,3,124,3,3,20.873616598590203,0.008177834931688173,0.05180525674742671,0.9645166105828119,0.9370394605932165,0.006574422399379954,0.011557367470552242,False,False,0.0,0.0
Leuven_50703,3,127,3,3,20.855136524326152,0.008212707350540551,0.05238596031433995,0.964369462744201,0.9376120097920556,0.00832395697371235,0.012817839713175795,False,False,0.0,0.0
Leuven_50711,3,151,3,3,22.084998504735157,0.006187285405798588,0.044205531209950355,0.9812282618656706,0.9675573947820733,0.007405863928265977,0.019426776487207174,False,False,0.0,0.0
Leuven_50732,3,151,3,3,21.18644741345191,0.00760948488387839,0.04880209870047035,0.976936622032405,0.9601676279015237,0.007762985942214685,0.016147508982871442,False,False,0.0,0.0
Leuven_50736,3,130,3,3,21.321337659819083,0.00737676985049094,0.04636704677411748,0.9707130240223608,0.9521316202729425,0.005555192862539877,0.007274632847063473,False,False,0.0,0.0
Leuven_50745,3,150,3,3,22.545275812343917,0.005565092902665057,0.04033534706369888,0.9818446409883471,0.9700157307044667,0.009547572667638591,0.025990808324385564,False,False,0.0,0.0
MaxMun_51332,4,150,4,4,21.021220824847834,0.007904563952761868,0.05869623961651563,0.9824797777452738,0.9538507160353723,0.02370414787409139,0.10560132222724651,False,False,0.0,0.0
MaxMun_51347,4,130,4,4,20.20555073735705,0.009537727853732539,0.06361692270678754,0.9762878031331544,0.9466763934381235,0.009463399095582137,0.01999927652545643,False,False,0.0,0.0
MaxMun_51357,4,129,4,5,20.46010883215626,0.008994750408257791,0.06163875421941026,0.9779340285834993,0.948929792440227,0.010426631151000093,0.03065429495367109,False,False,0.0,0.0
MaxMun_51361,4,129,4,5,20.103034003790434,0.009765547563758014,0.06482703646834881,0.9805421398632818,0.9540513690862231,0.014657857407560926,0.029947998956699955,False,False,0.0,0.0
MaxMun_51370,4,130,4,5,20.269859537160496,0.009397537043054375,0.06359534379789936,0.9731257906905988,0.9331887241695527,0.0033706559082840315,0.007245146562747203,False,False,0.0,0.0
NYU_50953,5,104,5,5,inf,0.0,0.0,1.0,1.0,0.0,0.0,True,True,0.0,0.0
NYU_50967,5,105,5,5,inf,0.0,0.0,1.0,1.0,0.0,0.0,True,True,0.0,0.0
NYU_50973,5,124,5,5,inf,0.0,0.0,0.9999999999999999,1.0,0.0,0.0,True,True,0.0,0.0
NYU_51007,5,99,5,5,inf,0.0,0.0,1.0,1.0,0.0,0.0,True,True,0.0,0.0
NYU_51027,5,104,5,5,inf,0.0,0.0,1.0,1.0,0.0,0.0,True,True,0.0,0.0
NYU_51030,5,125,5,5,inf,0.0,0.0,1.0,1.0,0.0,0.0,True,True,0.0,0.0
NYU_51046,5,125,5,5,inf,0.0,0.0,1.0,1.0,0.0,0.0,True,True,0.0,0.0
NYU_51051,5,105,5,5,inf,0.0,0.0,1.0,1.0,0.0,0.0,True,True,0.0,0.0
NYU_51058,5,99,5,5,inf,0.0,0.0,0.9999999999999999,1.0,0.0,0.0,True,True,0.0,0.0
NYU_51061,5,124,5,5,inf,0.0,0.0,1.0,1.0,0.0,0.0,True,True,0.0,0.0
NYU_51062,5,126,5,5,inf,0.0,0.0,1.0,1.0,0.0,0.0,True,True,0.0,0.0
NYU_51065,5,129,5,5,inf,0.0,0.0,0.9999999999999999,1.0,0.0,0.0,True,True,0.0,0.0
NYU_51075,5,127,5,5,inf,0.0,0.0,0.9999999999999999,1.0,0.0,0.0,True,True,0.0,0.0
NYU_51080,5,129,5,5,inf,0.0,0.0,1.0,1.0,0.0,0.0,True,True,0.0,0.0
NYU_51089,5,102,5,5,inf,0.0,0.0,1.0,0.9999999999999999,0.0,0.0,True,True,0.0,0.0
NYU_51109,5,130,5,5,inf,0.0,0.0,1.0,1.0,0.0,0.0,True,True,0.0,0.0
NYU_51111,5,127,5,5,inf,0.0,0.0,1.0,0.9999999999999999,0.0,0.0,True,True,0.0,0.0
NYU_51153,5,130,5,5,inf,0.0,0.0,1.0,1.0,0.0,0.0,True,True,0.0,0.0
NYU_51159,5,126,5,5,inf,0.0,0.0,1.0,1.0,0.0,0.0,True,True,0.0,0.0
OHSU_50148,6,82,6,5,20.41644596341934,0.009085637465984876,0.05858764277492834,0.9789266972402983,0.9574520513247184,0.007905332235300433,0.025591972455862456,False,False,0.0,0.0
OHSU_50158,6,96,6,8,21.193803344415652,0.007596607108446787,0.05015218534044069,0.9746939520027681,0.9561612429714023,0.008738390691068243,0.03447787880565718,False,False,0.0,0.0
OHSU_50163,6,97,6,5,21.94885320191741,0.006384320483118194,0.04841884596155899,0.9841331842352085,0.9693909619983528,0.009310780539559915,0.02687359054942115,False,False,0.0,0.0
Olin_50109,7,89,7,5,22.08206496908456,0.006191466152865349,0.044552729179423045,0.976241086963072,0.9576611423015196,0.006086630219209133,0.017804237439961738,False,False,0.0,0.0
Olin_50116,7,72,7,5,21.023223511134262,0.007900919717553394,0.05086268234787439,0.9745837444141042,0.9547230883879313,0.00649945957962017,0.0186757025947414,False,False,0.0,0.0
Olin_50130,7,85,7,5,21.771800567143668,0.006649973938434686,0.04530742764272369,0.9784739640044787,0.9625474724050872,0.004910756249086684,0.016246752616106662,False,False,0.0,0.0
